"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002228","GO:0002228","natural killer cell mediated immunity","12/790","98/28928",0.122448979591837,4.48380263497804,5.78845805688453,1.50000878315647e-05,0.000279962113599401,0.000205763634618968,"30925/12481/83408/80782/16643/27007/72310/215900/16160/21354/21355/20400",12
"GO:0002698","GO:0002698","negative regulation of immune effector process","15/790","149/28928",0.100671140939597,3.6863478039249,5.50853554152507,1.51391945734229e-05,0.000281445971557887,0.00020685422506662,"13345/12902/19074/80782/12515/16643/12483/243958/69550/22364/57757/21354/21355/60533/20371",15
"GO:0048247","GO:0048247","lymphocyte chemotaxis","8/790","42/28928",0.19047619047619,6.97480409885473,6.49266870007193,1.54860097791393e-05,0.000286764463439591,0.000210763154765004,"16963/13123/27007/20306/20304/12775/321019/12766",8
"GO:0035457","GO:0035457","cellular response to interferon-alpha","6/790","21/28928",0.285714285714286,10.4622061482821,7.26807118954716,1.55486015033035e-05,0.000286798813666403,0.000210788401136479,"15951/23961/23960/246730/15958/15957",6
"GO:0060872","GO:0060872","semicircular canal development","5/790","13/28928",0.384615384615385,14.0837390457644,7.90606867002813,1.60864470805683e-05,0.000295564992663204,0.000217231275955903,"18124/21386/14174/14165/21380",5
"GO:0016053","GO:0016053","organic acid biosynthetic process","24/790","332/28928",0.072289156626506,2.64706420619186,5.05761256795678,1.69911775618942e-05,0.000310978063749086,0.000228559414204672,"14125/98256/19130/19215/64292/70789/271844/13123/66775/27273/30956/26367/20216/15930/382044/104158/13897/11808/66113/103142/209027/71275/268756/16149",24
"GO:0032642","GO:0032642","regulation of chemokine production","13/790","117/28928",0.111111111111111,4.06863572433193,5.57285485653737,1.93765265288559e-05,0.000350654249535327,0.000257720203463736,"12655/246727/23961/23960/246730/16170/81897/20304/81799/54483/11815/11629/16149",13
"GO:0050853","GO:0050853","B cell receptor signaling pathway","9/790","56/28928",0.160714285714286,5.88499095840868,6.13109399077232,1.93817787227278e-05,0.000350654249535327,0.000257720203463736,"69169/329693/12518/12483/12478/15985/12143/12482/12229",9
"GO:0140894","GO:0140894","endolysosomal toll-like receptor signaling pathway","9/790","56/28928",0.160714285714286,5.88499095840868,6.13109399077232,1.93817787227278e-05,0.000350654249535327,0.000257720203463736,"23961/23960/246730/81897/327957/382551/58185/224840/71398",9
"GO:0032733","GO:0032733","positive regulation of interleukin-10 production","8/790","44/28928",0.181818181818182,6.65776754890679,6.29305317177284,2.21604485658803e-05,0.000399395565374376,0.000293543587471705,"12487/16963/100038882/81897/16160/16364/100043314/60533",8
"GO:0002715","GO:0002715","regulation of natural killer cell mediated immunity","10/790","71/28928",0.140845070422535,5.15742556605456,5.87687830702545,2.23610510577287e-05,0.000401478642945229,0.000295074586100987,"30925/83408/80782/16643/27007/215900/16160/21354/21355/20400",10
"GO:0002673","GO:0002673","regulation of acute inflammatory response","9/790","57/28928",0.157894736842105,5.781745502998,6.05496452974122,2.2462860165925e-05,0.000401778885240522,0.000295295255052052,"14125/64292/19218/109648/20304/12775/13421/21943/12229",9
"GO:0007599","GO:0007599","hemostasis","17/790","192/28928",0.0885416666666667,3.242194092827,5.22311143633011,2.2851962240366e-05,0.00040719609697739,0.000299276740840067,"69453/11905/14067/18761/14061/20423/54368/21990/27027/18791/234199/20443/20533/71753/15160/100503895/11551",17
"GO:0006820","GO:0006820","monoatomic anion transport","16/790","173/28928",0.092485549132948,3.38661008268091,5.27553449920045,2.31014295002852e-05,0.000410093797369724,0.000301406462455244,"59020/80797/23844/242607/18671/14397/14400/55961/12723/216225/216643/76408/20533/218103/224796/24115",16
"GO:0045060","GO:0045060","negative thymic T cell selection","5/790","14/28928",0.357142857142857,13.0777576853526,7.57381813426733,2.44603058371239e-05,0.000432590127950932,0.000317940580898866,"12487/20423/12501/12775/16149",5
"GO:0032735","GO:0032735","positive regulation of interleukin-12 production","8/790","45/28928",0.177777777777778,6.50981715893108,6.19784805194129,2.63110841327473e-05,0.000463585594309077,0.000340721305521083,"14255/16170/15930/81897/16160/327957/12775/16994",8
"GO:0050920","GO:0050920","regulation of chemotaxis","19/790","235/28928",0.0808510638297872,2.96058173983302,5.05649446536426,2.77204150033629e-05,0.000484487489625002,0.000356083562561277,"69453/16963/20423/27007/16170/76527/12554/12773/20306/20304/12775/14165/110168/321019/19876/12458/11629/16149/12766",19
"GO:0032760","GO:0032760","positive regulation of tumor necrosis factor production","13/790","121/28928",0.107438016528926,3.93413536980856,5.41929067958072,2.78004261775523e-05,0.000484487489625002,0.000356083562561277,"12481/246728/246727/23961/23960/246730/17394/81897/16160/20303/12775/12475/12229",13
"GO:2000514","GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","11/790","88/28928",0.125,4.57721518987342,5.63128367055891,2.78051905312104e-05,0.000484487489625002,0.000356083562561277,"12487/16963/18761/16184/83408/12515/12501/12775/60533/20371/16186",11
"GO:0052372","GO:0052372","modulation by symbiont of entry into host","9/790","59/28928",0.152542372881356,5.58575413001502,5.90798701641516,2.98856962056681e-05,0.000518824476041047,0.000381320202748017,"94094/76681/434219/20128/209387/68713/12265/224762/16149",9
"GO:0002526","GO:0002526","acute inflammatory response","13/790","122/28928",0.10655737704918,3.90188835858062,5.38192657205439,3.03500690690312e-05,0.000524956139721484,0.000385826788974728,"14125/64292/14061/19218/109648/20209/20304/12775/20701/13421/21943/12511/12229",13
"GO:0097028","GO:0097028","dendritic cell differentiation","8/790","46/28928",0.173913043478261,6.36829939460649,6.10549167790104,3.10932319385989e-05,0.000535349898477995,0.000393465885392441,"14255/83408/12775/16364/75766/24108/12326/74481",8
"GO:0016064","GO:0016064","immunoglobulin mediated immune response","21/790","279/28928",0.0752688172043011,2.75617258745066,4.93893365815763,3.11777259808235e-05,0.000535349898477995,0.000393465885392441,"12487/69169/16963/14125/12902/12630/83408/50909/60504/12478/54123/14128/16160/16185/12458/14998/12268/12263/16149/20371/12229",21
"GO:1903557","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","13/790","123/28928",0.105691056910569,3.87016568899866,5.34495699353672,3.3101579408999e-05,0.000566324847714831,0.000416231530554805,"12481/246728/246727/23961/23960/246730/17394/81897/16160/20303/12775/12475/12229",13
"GO:0032481","GO:0032481","positive regulation of type I interferon production","11/790","90/28928",0.122222222222222,4.47549929676512,5.53317647398017,3.44040867033122e-05,0.000586484106184261,0.000431047972110281,"100038882/246728/246727/23961/23960/246730/14255/54123/81897/80861/12475",11
"GO:0048562","GO:0048562","embryonic organ morphogenesis","24/790","347/28928",0.069164265129683,2.53263779958414,4.81264902323511,3.47319839857154e-05,0.000589943986980389,0.000433590879215842,"20671/14472/13345/19130/20204/140476/11694/18507/18124/20423/21386/14174/54352/14234/20897/216616/15110/20666/20474/65256/14165/218772/21380/224796",24
"GO:0043383","GO:0043383","negative T cell selection","5/790","15/28928",0.333333333333333,12.2059071729958,7.27385606133261,3.58654238473754e-05,0.000606442141268611,0.000445716520600684,"12487/20423/12501/12775/16149",5
"GO:0043011","GO:0043011","myeloid dendritic cell differentiation","6/790","24/28928",0.25,9.15443037974684,6.69636174289262,3.59601439125818e-05,0.000606442141268611,0.000445716520600684,"83408/16364/75766/24108/12326/74481",6
"GO:0030183","GO:0030183","B cell differentiation","15/790","161/28928",0.093167701863354,3.41158896139634,5.14147311768292,3.78558882810746e-05,0.000636140585278414,0.000467543973263544,"12902/14255/16205/12518/272382/11833/12478/24099/18985/81897/15985/321019/12482/16186/12229",15
"GO:0032682","GO:0032682","negative regulation of chemokine production","7/790","35/28928",0.2,7.32354430379747,6.27215669769854,3.80622449783317e-05,0.000637340144637172,0.000468425612891227,"246727/23961/23960/246730/81799/54483/11815",7
"GO:0019724","GO:0019724","B cell mediated immunity","21/790","283/28928",0.0742049469964664,2.71721608444782,4.86421074708938,3.84001534080021e-05,0.000640726234602777,0.00047091428598171,"12487/69169/16963/14125/12902/12630/83408/50909/60504/12478/54123/14128/16160/16185/12458/14998/12268/12263/16149/20371/12229",21
"GO:0019722","GO:0019722","calcium-mediated signaling","19/790","241/28928",0.0788381742738589,2.88687431062556,4.92864521687764,3.91798195006904e-05,0.000651433477754436,0.000478783783890942,"12372/14125/77799/12525/12483/243958/16797/12554/12145/12501/252837/12773/23832/12775/12777/21943/12458/53901/12766",19
"GO:0002377","GO:0002377","immunoglobulin production","14/790","143/28928",0.0979020979020979,3.58495175710366,5.19225454194918,3.94489200416873e-05,0.000653606317322272,0.000480380754856669,"12487/240754/16963/22163/12483/243958/24099/81897/22364/100503545/12458/69816/20371/12229",14
"GO:1902107","GO:1902107","positive regulation of leukocyte differentiation","18/790","221/28928",0.081447963800905,2.9824388567501,4.95701992384476,4.05762400968597e-05,0.000667599323126731,0.000490665188334299,"16184/20423/74734/57816/83408/76527/67596/16160/20304/12775/13386/21943/75766/14998/14960/16149/20371/16186",18
"GO:1903708","GO:1903708","positive regulation of hemopoiesis","18/790","221/28928",0.081447963800905,2.9824388567501,4.95701992384476,4.05762400968597e-05,0.000667599323126731,0.000490665188334299,"16184/20423/74734/57816/83408/76527/67596/16160/20304/12775/13386/21943/75766/14998/14960/16149/20371/16186",18
"GO:0001523","GO:0001523","retinoid metabolic process","10/790","76/28928",0.131578947368421,4.81812125249833,5.58453711201877,4.08954676834214e-05,0.000670515272226096,0.000492808322193861,"79235/11522/104158/13897/102022/234671/234673/103142/13078/72082",10
"GO:0001776","GO:0001776","leukocyte homeostasis","14/790","145/28928",0.096551724137931,3.53550414666085,5.12860118308694,4.60075547872825e-05,0.000751322316915593,0.000552199041189217,"16184/54390/22163/14255/83408/16797/24099/57916/321019/72049/16149/20371/213439/12229",14
"GO:0050869","GO:0050869","negative regulation of B cell activation","7/790","36/28928",0.194444444444444,7.12011251758087,6.15659357483142,4.61422007423807e-05,0.000751322316915593,0.000552199041189217,"242248/12578/14255/57916/208154/20371/12229",7
"GO:0042267","GO:0042267","natural killer cell mediated cytotoxicity","11/790","93/28928",0.118279569892473,4.33112835170818,5.39127511138743,4.6817688410359e-05,0.000759701459359846,0.000558357455919528,"30925/12481/83408/80782/16643/27007/72310/16160/21354/21355/20400",11
"GO:0060338","GO:0060338","regulation of type I interferon-mediated signaling pathway","8/790","49/28928",0.163265306122449,5.97840351330406,5.84407377647651,5.00002639662688e-05,0.000805806301872769,0.000592243112257188,"58203/100038882/246727/23961/23960/246730/54123/434341",8
"GO:2000516","GO:2000516","positive regulation of CD4-positive, alpha-beta T cell activation","8/790","49/28928",0.163265306122449,5.97840351330406,5.84407377647651,5.00002639662688e-05,0.000805806301872769,0.000592243112257188,"12487/16963/18761/83408/12501/12775/20371/16186",8
"GO:0032602","GO:0032602","chemokine production","13/790","128/28928",0.1015625,3.71898734177215,5.16576395359303,5.03792176744789e-05,0.0008091519246901,0.000594702043225052,"12655/246727/23961/23960/246730/16170/81897/20304/81799/54483/11815/11629/16149",13
"GO:0032623","GO:0032623","interleukin-2 production","10/790","78/28928",0.128205128205128,4.69457968192145,5.47467144782554,5.13346811398837e-05,0.000821702929974681,0.000603926650198739,"12487/16963/12503/18761/93675/12501/16364/547431/20371/213439",10
"GO:0072330","GO:0072330","monocarboxylic acid biosynthetic process","18/790","226/28928",0.079646017699115,2.91645569620253,4.8463586908355,5.43582430975312e-05,0.000867160891576157,0.000637336868750215,"98256/19130/19215/64292/271844/13123/66775/27273/26367/20216/15930/382044/104158/13897/11808/66113/103142/16149",18
"GO:0051701","GO:0051701","biological process involved in interaction with host","15/790","167/28928",0.0898203592814371,3.28901690290305,4.97077236243583,5.78005013485934e-05,0.000918969587097838,0.000675414683488614,"55932/14468/14469/94094/76681/434219/20128/209387/68713/12265/71223/54419/57757/224762/16149",15
"GO:0006693","GO:0006693","prostaglandin metabolic process","9/790","64/28928",0.140625,5.14936708860759,5.56816655989238,5.80114535704911e-05,0.000919228468992816,0.000675604953803989,"19215/64292/271844/102022/234671/234673/71903/105387/16149",9
"GO:0042445","GO:0042445","hormone metabolic process","20/790","270/28928",0.0740740740740741,2.71242381622128,4.73684128224069,5.96853876758049e-05,0.0009425899685791,0.000692774945140394,"79235/11522/22417/20423/56362/20750/50781/104158/13897/102022/234671/234673/103142/105387/58226/17287/13078/14419/72082/226278",20
"GO:0071674","GO:0071674","mononuclear cell migration","18/790","228/28928",0.0789473684210526,2.890872751499,4.80294274356103,6.09397300442267e-05,0.000959191350896129,0.000704976455985318,"16963/13123/12515/27007/76527/20306/20304/12775/65256/21943/321019/16421/11815/245195/71223/12458/11629/12766",18
"GO:0002702","GO:0002702","positive regulation of production of molecular mediator of immune response","14/790","149/28928",0.0939597315436242,3.44059128366324,5.00459538737043,6.20380686340335e-05,0.000973235083355169,0.00071529817201052,"16182/12487/16963/14125/12010/18124/22163/83408/81897/327957/58185/69816/16149/12229",14
"GO:0050795","GO:0050795","regulation of behavior","12/790","113/28928",0.106194690265487,3.88860759493671,5.15509994188135,6.28998318955597e-05,0.000983486775532559,0.000722832853815477,"19215/229323/18167/19218/18619/18124/23919/11657/109648/26367/20897/217369",12
"GO:0007596","GO:0007596","blood coagulation","16/790","188/28928",0.0851063829787234,3.11640183140318,4.87811800736042,6.35246411622809e-05,0.000989978071182476,0.00072760375859663,"69453/11905/14067/18761/14061/20423/54368/27027/18791/234199/20443/20533/71753/15160/100503895/11551",16
"GO:2001056","GO:2001056","positive regulation of cysteine-type endopeptidase activity","13/790","131/28928",0.099236641221374,3.63381969272393,5.06251934693665,6.41351647661416e-05,0.000996204763242502,0.000732180187790751,"102639543/623121/236312/100033459/100040462/15950/12578/20617/76884/18053/18095/54483/19876",13
"GO:0006692","GO:0006692","prostanoid metabolic process","9/790","65/28928",0.138461538461538,5.07014605647517,5.50445807840712,6.57204700599908e-05,0.00101748216269927,0.000747818428948368,"19215/64292/271844/102022/234671/234673/71903/105387/16149",9
"GO:0050921","GO:0050921","positive regulation of chemotaxis","15/790","169/28928",0.0887573964497041,3.25009362594562,4.91559033999228,6.62420029617179e-05,0.00102220502609553,0.000751289589834138,"69453/16963/20423/16170/76527/12554/12773/20306/20304/12775/14165/12458/11629/16149/12766",15
"GO:0016101","GO:0016101","diterpenoid metabolic process","10/790","81/28928",0.123456790123457,4.52070636036881,5.31668117523823,7.12078729226242e-05,0.00109525594768935,0.000804979794362736,"79235/11522/104158/13897/102022/234671/234673/103142/13078/72082",10
